Hostname,Label,Vod,Live,Situação



gca-vivo-spovun001,edge-vivo-vun-sp,vod-01.edge-vivo-vun-sp.video.globo.com,live-01.edge-vivo-vun-sp.video.globo.com,Produção
gca-vivo-spopen01,edge-vivo-pen-sp,vod-01.edge-vivo-pen-sp.video.globo.com,live-01.edge-vivo-pen-sp.video.globo.com,Produção
gca-vivo-ldagmb001,edge-vivo-ldb-pr,vod-01.edge-vivo-ldb-pr.video.globo.com,live-01.edge-vivo-ldb-pr.video.globo.com,Desativado
gca-vivo-rjobar001,edge-vivo-bar-rj,vod-01.edge-vivo-bar-rj.video.globo.com,live-01.edge-vivo-bar-rj.video.globo.com,Produção
gca-vivo-rjosa001-old,edge-vivo-osa-rj,vod-01.edge-vivo-osa-rj.video.globo.com,live-01.edge-vivo-osa-rj.video.globo.com,Desativado
gca-vivo-spomrb001,edge-vivo-mrb-sp,vod-01.edge-vivo-mrb-sp.video.globo.com,live-01.edge-vivo-mrb-sp.video.globo.com,Produção
gca-vivo-spovun002,edge-vivo-vun-sp,vod-02.edge-vivo-vun-sp.video.globo.com,live-02.edge-vivo-vun-sp.video.globo.com,Produção
gca-vivo-spopen02,edge-vivo-pen-sp,vod-02.edge-vivo-pen-sp.video.globo.com,live-02.edge-vivo-pen-sp.video.globo.com,Produção
gca-vivo-spomrb002,edge-vivo-mrb-sp,vod-02.edge-vivo-mrb-sp.video.globo.com,live-02.edge-vivo-mrb-sp.video.globo.com,Produção
gca-flip-sparu001,edge-flip-aru-sp,vod-01.edge-flip-aru-sp.video.globo.com,live-01.edge-flip-aru-sp.video.globo.com,Produção
gca-aranet-paprs001,edge-aranet-prs-pa,vod-01.edge-aranet-prs-pa.video.globo.com,live-01.edge-aranet-prs-pa.video.globo.com,Produção
gca-brisanet-bassa001,edge-brisanet-ssa-ba,vod-01.edge-brisanet-ssa-ba.video.globo.com,live-01.edge-brisanet-ssa-ba.video.globo.com,Produção
gca-espdigital-rjbrx001,edge-espdigital-brx-rj,vod-01.edge-espdigital-brx-rj.video.globo.com,live-01.edge-espdigital-brx-rj.video.globo.com,Produção
gca-fasternet-spcqo001,edge-fasternet-cqo-sp,vod-01.edge-fasternet-cqo-sp.video.globo.com,live-01.edge-fasternet-cqo-sp.video.globo.com,Produção
gca-ibi-mggvr001,edge-ibi-gvr-mg,vod-01.edge-ibi-gvr-mg.video.globo.com,live-01.edge-ibi-gvr-mg.video.globo.com,Produção
gca-k2-rjgpm001,edge-k2-gpm-rj,vod-01.edge-k2-gpm-rj.video.globo.com,live-01.edge-k2-gpm-rj.video.globo.com,Produção
gca-k2-rjsrl001,edge-k2-srl-rj,vod-01.edge-k2-srl-rj.video.globo.com,live-01.edge-k2-srl-rj.video.globo.com,Produção
gca-k2-rjcaw001,edge-k2-caw-rj,vod-01.edge-k2-caw-rj.video.globo.com,live-01.edge-k2-caw-rj.video.globo.com,Desativado
gca-maxxnet-mgbhz001,edge-maxxnet-bhz-mg,vod-01.edge-maxxnet-bhz-mg.video.globo.com,live-01.edge-maxxnet-bhz-mg.video.globo.com,Produção
gca-netiz-seaju001,edge-netiz-aju-se,vod-01.edge-netiz-aju-se.video.globo.com,live-01.edge-netiz-aju-se.video.globo.com,Produção
gca-pjmnet-pbcpv001,edge-pjmnet-cpv-pb,vod-01.edge-pjmnet-cpv-pb.video.globo.com,live-01.edge-pjmnet-cpv-pb.video.globo.com,Produção
gca-proxxima-pbcpv001,edge-proxxima-cpv-pb,vod-01.edge-proxxima-cpv-pb.video.globo.com,live-01.edge-proxxima-cpv-pb.video.globo.com,Produção
gca-razaoinfo-rspfb001,edge-razaoinfo-pfb-rs,vod-01.edge-razaoinfo-pfb-rs.video.globo.com,live-01.edge-razaoinfo-pfb-rs.video.globo.com,Produção
gca-smart-cecuc001,edge-smart-cuc-ce,vod-01.edge-smart-cuc-ce.video.globo.com,live-01.edge-smart-cuc-ce.video.globo.com,Produção
gca-technet-goipr001,edge-technet-ipr-go,vod-01.edge-technet-ipr-go.video.globo.com,live-01.edge-technet-ipr-go.video.globo.com,Produção
gca-westlink-rjmrc001,edge-westlink-mrc-rj,vod-01.edge-westlink-mrc-rj.video.globo.com,live-01.edge-westlink-mrc-rj.video.globo.com,Produção
gca-ultranet-mgcfb001,edge-ultranet-cfb-mg,vod-01.edge-ultranet-cfb-mg.video.globo.com,live-01.edge-ultranet-cfb-mg.video.globo.com,Produção
gca-conect-rjsrl001,edge-conect-srl-rj,vod-01.edge-conect-srl-rj.video.globo.com,live-01.edge-conect-srl-rj.video.globo.com,Produção
gca-emitel-mgtfl001,edge-emitel-tfl-mg,vod-01.edge-emitel-tfl-mg.video.globo.com,live-01.edge-emitel-tfl-mg.video.globo.com,Produção
gca-dinamica-esvve001,edge-dinamica-vve-es,vod-01.edge-dinamica-vve-es.video.globo.com,live-01.edge-dinamica-vve-es.video.globo.com,Produção
gca-redeonline-rjjai001,edge-redeonline-jai-rj,vod-01.edge-redeonline-jai-rj.video.globo.com,live-01.edge-redeonline-jai-rj.video.globo.com,Produção
gca-visual-peola001,edge-visual-ola-pe,vod-01.edge-visual-ola-pe.video.globo.com,live-01.edge-visual-ola-pe.video.globo.com,Produção
gca-sumicity-spcgu001,edge-sumi-cgu-sp,vod-01.edge-sumi-cgu-sp.video.globo.com,live-01.edge-sumi-cgu-sp.video.globo.com,Produção
gca-net-rjntr001,edge-claro-ntr-rj,vod-01.edge-claro-ntr-rj.video.globo.com,live-01.edge-claro-ntr-rj.video.globo.com,Produção
gca-net-spsjp001,edge-claro-sjp-sp,vod-01.edge-claro-sjp-sp.video.globo.com,live-01.edge-claro-sjp-sp.video.globo.com,Produção
gca-zaaz-spqvp001,edge-zaaz-qvp-sp,vod-01.edge-zaaz-qvp-sp.video.globo.com,live-01.edge-zaaz-qvp-sp.video.globo.com,Produção
gca-net-spsvt001,edge-claro-svt-sp,vod-01.edge-claro-svt-sp.video.globo.com,live-01.edge-claro-svt-sp.video.globo.com,Produção
gca-infortel-baepo001,edge-infortel-epo-ba,vod-01.edge-infortel-epo-ba.video.globo.com,live-01.edge-infortel-epo-ba.video.globo.com,Produção
gca-north-mgplu001,edge-north-plu-mg,vod-01.edge-north-plu-mg.video.globo.com,live-01.edge-north-plu-mg.video.globo.com,Produção
gca-cznet-rsrbt001,edge-cznet-rbt-rs,vod-01.edge-cznet-rbt-rs.video.globo.com,live-01.edge-cznet-rbt-rs.video.globo.com,Desativado
gca-sjnet-rjsjm001,edge-sjnet-sjm-rj,vod-01.edge-sjnet-sjm-rj.video.globo.com,live-01.edge-sjnet-sjm-rj.video.globo.com,Produção
gca-gft-pecau001,edge-gft-cau-pe,vod-01.edge-gft-cau-pe.video.globo.com,live-01.edge-gft-cau-pe.video.globo.com,Produção
gca-internexa-rjsdu001,edge-internexa-sdu-rj,vod-01.edge-internexa-sdu-rj.video.globo.com,live-01.edge-internexa-sdu-rj.video.globo.com,Produção
gca-g6-mgiaj001,edge-g6-iaj-mg,vod-01.edge-g6-iaj-mg.video.globo.com,live-01.edge-g6-iaj-mg.video.globo.com,Produção
gca-net-scitj001,edge-claro-itj-sc,vod-01.edge-claro-itj-sc.video.globo.com,live-01.edge-claro-itj-sc.video.globo.com,Produção
gca-htm-machh001,edge-htm-chh-ma,vod-01.edge-htm-chh-ma.video.globo.com,live-01.edge-htm-chh-ma.video.globo.com,Produção
gca-direct-pithe001,edge-direct-the-pi,vod-01.edge-direct-the-pi.video.globo.com,live-01.edge-direct-the-pi.video.globo.com,Produção
gca-webby-spous001,edge-webby-ous-sp,vod-01.edge-webby-ous-sp.video.globo.com,live-01.edge-webby-ous-sp.video.globo.com,Produção
gca-winet-spgru001,edge-winet-gru-sp,vod-01.edge-winet-gru-sp.video.globo.com,live-01.edge-winet-gru-sp.video.globo.com,Produção
gca-speednet-rjvra001,edge-speednet-vra-rj,vod-01.edge-speednet-vra-rj.video.globo.com,live-01.edge-speednet-vra-rj.video.globo.com,Produção
gca-giganet-roope001,edge-giganet-ope-ro,vod-01.edge-giganet-ope-ro.video.globo.com,live-01.edge-giganet-ope-ro.video.globo.com,Produção
gca-altarede-rjnfu001,edge-altarede-nfu-rj,vod-01.edge-altarede-nfu-rj.video.globo.com,live-01.edge-altarede-nfu-rj.video.globo.com,Produção
gca-ultraconexao-rjita001,edge-ultraconexao-ita-rj,vod-01.edge-ultraconexao-ita-rj.video.globo.com,live-01.edge-ultraconexao-ita-rj.video.globo.com,Deploy
gca-vtal-ceald001,edge-vtal-for-ce,vod-01.edge-vtal-for-ce.video.globo.com,live-01.edge-vtal-for-ce.video.globo.com,Produção
gca-vtal-dfstco001,edge-vtal-bsb-df,vod-01.edge-vtal-bsb-df.video.globo.com,live-01.edge-vtal-bsb-df.video.globo.com,Produção
gca-vtal-gocto001,edge-vtal-gyn-go,vod-01.edge-vtal-gyn-go.video.globo.com,live-01.edge-vtal-gyn-go.video.globo.com,Produção
gca-vtal-prctje001,edge-vtal-cwb-pr,vod-01.edge-vtal-cwb-pr.video.globo.com,live-01.edge-vtal-cwb-pr.video.globo.com,Produção
gca-vtal-rjbrb001,edge-vtal-sdu-rj,vod-01.edge-vtal-sdu-rj.video.globo.com,live-01.edge-vtal-sdu-rj.video.globo.com,Produção
gca-vtal-rsbva001,edge-vtal-poa-rs,vod-01.edge-vtal-poa-rs.video.globo.com,live-01.edge-vtal-poa-rs.video.globo.com,Produção
gca-vtal-rsmtz001,edge-vtal-poamtz-rs,vod-01.edge-vtal-poamtz-rs.video.globo.com,live-01.edge-vtal-poamtz-rs.video.globo.com,Produção
gca-eletronet-rsgrav001,edge-elet-poa-rs,vod-01.edge-elet-poa-rs.video.globo.com,live-01.edge-elet-poa-rs.video.globo.com,Desativado
gca-brasilnet-rjctg001,edge-brasilnet-ctg-rj,vod-01.edge-brasilnet-ctg-rj.video.globo.com,live-01.edge-brasilnet-ctg-rj.video.globo.com,Produção
gca-goldenlink-rjsdu001,edge-goldenlink-sdu-rj,vod-01.edge-goldenlink-sdu-rj.video.globo.com,live-01.edge-goldenlink-sdu-rj.video.globo.com,Produção
gca-brasiltecpar-mtcgb001,edge-brasiltecpar-cgb-mt,vod-01.edge-brasiltecpar-cgb-mt.video.globo.com,live-01.edge-brasiltecpar-cgb-mt.video.globo.com,Produção
gca-acessonline-scxap001,edge-acessonline-xap-sc,vod-01.edge-acessonline-xap-sc.video.globo.com,live-01.edge-acessonline-xap-sc.video.globo.com,Produção
gca-star1-maslz001,edge-star1-slz-ma,vod-01.edge-star1-slz-ma.video.globo.com,live-01.edge-star1-slz-ma.video.globo.com,Produção
gca-azza-spbri001,edge-azza-bri-sp,vod-01.edge-azza-bri-sp.video.globo.com,live-01.edge-azza-bri-sp.video.globo.com,Produção
gca-hostdime-pbjpa001,edge-hostdime-jpa-pb,vod-01.edge-hostdime-jpa-pb.video.globo.com,live-01.edge-hostdime-jpa-pb.video.globo.com,Produção
gca-k2-esser001,edge-k2-ser-es,vod-01.edge-k2-ser-es.video.globo.com,live-01.edge-k2-ser-es.video.globo.com,Produção
gca-sumicity-rjita002,edge-sumi-ita-rj,vod-02.edge-sumi-ita-rj.video.globo.com,live-02.edge-sumi-ita-rj.video.globo.com,Produção
gca-sumicity-rjgua002,edge-sumi-gua-rj,vod-02.edge-sumi-gua-rj.video.globo.com,live-02.edge-sumi-gua-rj.video.globo.com,Produção
gca-westlink-rjmrc002,edge-westlink-mrc-rj,vod-02.edge-westlink-mrc-rj.video.globo.com,live-02.edge-westlink-mrc-rj.video.globo.com,Produção
gca-vivo-spopen03,edge-vivo-pen-sp,vod-03.edge-vivo-pen-sp.video.globo.com,live-03.edge-vivo-pen-sp.video.globo.com,Produção
gca-mottanet-spirr001,edge-mottanet-irr-sp,vod-01.edge-mottanet-irr-sp.video.globo.com,live-01.edge-mottanet-irr-sp.video.globo.com,Produção
gca-sjnet-rjsjm002,edge-sjnet-sjm-rj,vod-02.edge-sjnet-sjm-rj.video.globo.com,live-02.edge-sjnet-sjm-rj.video.globo.com,Produção
gca-america-spjtc001,edge-america-jtc-sp,vod-01.edge-america-jtc-sp.video.globo.com,live-01.edge-america-jtc-sp.video.globo.com,Produção
gca-net-sposa002,edge-claro-osa-sp,vod-02.edge-claro-osa-sp.video.globo.com,live-02.edge-claro-osa-sp.video.globo.com,Produção
gca-net-bhz002,edge-claro-plu-mg,vod-02.edge-claro-plu-mg.video.globo.com,live-02.edge-claro-plu-mg.video.globo.com,Produção
gca-net-sne002,edge-claro-sne-sp,vod-02.edge-claro-sne-sp.video.globo.com,live-02.edge-claro-sne-sp.video.globo.com,Produção
gca-vtal-rjdqx001,edge-vtal-dcs-rj,vod-01.edge-vtal-dcs-rj.video.globo.com,live-01.edge-vtal-dcs-rj.video.globo.com,Produção
gca-net-rec002,edge-claro-rec-pe,vod-02.edge-claro-rec-pe.video.globo.com,live-02.edge-claro-rec-pe.video.globo.com,Produção
gca-net-poa002,edge-claro-poa-rs,vod-02.edge-claro-poa-rs.video.globo.com,live-02.edge-claro-poa-rs.video.globo.com,Desativado
gca-net-ssa002,edge-claro-ssa-ba,vod-02.edge-claro-ssa-ba.video.globo.com,live-02.edge-claro-ssa-ba.video.globo.com,Produção
gca-net-cwb002,edge-claro-cwb-pr,vod-02.edge-claro-cwb-pr.video.globo.com,live-02.edge-claro-cwb-pr.video.globo.com,Desativado
gca-net-bsb003,edge-claro-bsb-df,vod-03.edge-claro-bsb-df.video.globo.com,live-03.edge-claro-bsb-df.video.globo.com,Desativado
gca-net-rbr002,edge-claro-rao-sp,vod-02.edge-claro-rao-sp.video.globo.com,live-02.edge-claro-rao-sp.video.globo.com,Produção
gca-net-spsjp002,edge-claro-sjp-sp,vod-02.edge-claro-sjp-sp.video.globo.com,live-02.edge-claro-sjp-sp.video.globo.com,Produção
gca-ebt-maoem003,edge-claro-mao-am,vod-03.edge-claro-mao-am.video.globo.com,live-03.edge-claro-mao-am.video.globo.com,Desativado
gca-net-bhz003,edge-claro-plu-mg,vod-03.edge-claro-plu-mg.video.globo.com,live-03.edge-claro-plu-mg.video.globo.com,Desativado
gca-turbo-bafec002-old,edge-turbo-fec-ba,vod-02.edge-turbo-fec-ba.video.globo.com,live-02.edge-turbo-fec-ba.video.globo.com,Desativado
gca-net-prnrj001,edge-claro-prn-rj,vod-01.edge-claro-prn-rj.video.globo.com,live-01.edge-claro-prn-rj.video.globo.com,Produção
gca-net-botrj001,edge-claro-bot-rj,vod-01.edge-claro-bot-rj.video.globo.com,live-01.edge-claro-bot-rj.video.globo.com,Produção
gca-net-tijrj001,edge-claro-tij-rj,vod-01.edge-claro-tij-rj.video.globo.com,live-01.edge-claro-tij-rj.video.globo.com,Produção
gca-net-mnbrj001,edge-claro-mnb-rj,vod-01.edge-claro-mnb-rj.video.globo.com,live-01.edge-claro-mnb-rj.video.globo.com,Produção
gca-net-oscrj001,edge-claro-osc-rj,vod-01.edge-claro-osc-rj.video.globo.com,live-01.edge-claro-osc-rj.video.globo.com,Produção
gca-net-cpgrj001,edge-claro-cpg-rj,vod-01.edge-claro-cpg-rj.video.globo.com,live-01.edge-claro-cpg-rj.video.globo.com,Produção
gca-net-bpirj001,edge-claro-bpi-rj,vod-01.edge-claro-bpi-rj.video.globo.com,live-01.edge-claro-bpi-rj.video.globo.com,Produção
gca-net-slcrj001,edge-claro-slc-rj,vod-01.edge-claro-slc-rj.video.globo.com,live-01.edge-claro-slc-rj.video.globo.com,Produção
gca-net-gru001,edge-claro-gru-sp,vod-01.edge-claro-gru-sp.video.globo.com,live-01.edge-claro-gru-sp.video.globo.com,Produção
gca-vivo-rjosa001,edge-vivo-osa-rj,vod-01.edge-vivo-osa-rj.video.globo.com,live-01.edge-vivo-osa-rj.video.globo.com,Produção
gca-eletronet-mggvr001,edge-eletronet-gvr-mg,vod-01.edge-eletronet-gvr-mg.video.globo.com,live-01.edge-eletronet-gvr-mg.video.globo.com,Produção
gca-vivo-spopen004,edge-vivo-pen-sp,vod-04.edge-vivo-pen-sp.video.globo.com,live-04.edge-vivo-pen-sp.video.globo.com,Produção
gca-net-poa003,edge-claro-poa-rs,vod-03.edge-claro-poa-rs.video.globo.com,live-03.edge-claro-poa-rs.video.globo.com,Desativado
gca-vivo-rjobar002,edge-vivo-bar-rj,vod-02.edge-vivo-bar-rj.video.globo.com,live-02.edge-vivo-bar-rj.video.globo.com,Produção
gca-net-gru002,edge-claro-gru-sp,vod-02.edge-claro-gru-sp.video.globo.com,live-02.edge-claro-gru-sp.video.globo.com,Produção
gca-vivo-casce002,edge-vivo-vcp-sp,vod-02.edge-vivo-vcp-sp.video.globo.com,live-02.edge-vivo-vcp-sp.video.globo.com,Produção
gca-net-stsnet001,edge-claro-stsnet-sp,vod-01.edge-claro-stsnet-sp.video.globo.com,live-01.edge-claro-stsnet-sp.video.globo.com,Produção
gca-vivo-spomrb003,edge-vivo-mrb-sp,vod-03.edge-vivo-mrb-sp.video.globo.com,live-03.edge-vivo-mrb-sp.video.globo.com,Produção
gca-vivo-snesan002,edge-vivo-sne-sp,vod-02.edge-vivo-sne-sp.video.globo.com,live-02.edge-vivo-sne-sp.video.globo.com,Produção
gca-vivo-spovm003,edge-vivo-vm-sp,vod-03.edge-vivo-vm-sp.video.globo.com,live-03.edge-vivo-vm-sp.video.globo.com,Produção
gca-vivo-spopdz003,edge-vivo-pdz-sp,vod-03.edge-vivo-pdz-sp.video.globo.com,live-03.edge-vivo-pdz-sp.video.globo.com,Produção
gca-vivo-spovun003,edge-vivo-vun-sp,vod-03.edge-vivo-vun-sp.video.globo.com,live-03.edge-vivo-vun-sp.video.globo.com,Produção
gca-gtce-giganet-dfbsb001,edge-gtce-giganet-bsb-df,vod-01.edge-gtce-giganet-bsb-df.video.globo.com,live-01.edge-gtce-giganet-bsb-df.video.globo.com,Produção
gca-gtce-acessonet-seest001,edge-gtce-acessonet-est-se,vod-01.edge-gtce-acessonet-est-se.video.globo.com,live-01.edge-gtce-acessonet-est-se.video.globo.com,Produção
gca-gtce-emex-rjadr001,edge-gtce-emex-adr-rj,vod-01.edge-gtce-emex-adr-rj.video.globo.com,live-01.edge-gtce-emex-adr-rj.video.globo.com,Produção
gca-gtce-altanet-paatm001,gtce-altanet-atm-pa,vod-01.gtce-altanet-atm-pa.video.globo.com,live-01.gtce-altanet-atm-pa.video.globo.com,Produção
gca-gtce-jcit-pardc001,gtce-jcit-rdc-pa,vod-01.gtce-jcit-rdc-pa.video.globo.com,live-01.gtce-jcit-rdc-pa.video.globo.com,Produção
gca-gtce-fibralink-pamab001,gtce-fibralink-mab-pa,vod-01.gtce-fibralink-mab-pa.video.globo.com,live-01.gtce-fibralink-mab-pa.video.globo.com,Produção
gca-gtce-msfibra-rjadr001,gtce-msfibra-adr-rj,vod-01.gtce-msfibra-adr-rj.video.globo.com,live-01.gtce-msfibra-adr-rj.video.globo.com,Produção
gca-gtce-conecta-pajur001,gtce-conecta-jur-pa,vod-01.gtce-conecta-jur-pa.video.globo.com,live-01.gtce-conecta-jur-pa.video.globo.com,Produção
gca-gtce-visualnet-pamte001,gtce-visualnet-mte-pa,vod-01.gtce-visualnet-mte-pa.video.globo.com,live-01.gtce-visualnet-mte-pa.video.globo.com,Produção
gca-gtce-ghnet-mgghe001,gtce-ghnet-ghe-mg,vod-01.gtce-ghnet-ghe-mg.video.globo.com,live-01.gtce-ghnet-ghe-mg.video.globo.com,Produção
gca-gtce-m2b-mscds001,gtce-m2b-cds-ms,vod-01.gtce-m2b-cds-ms.video.globo.com,live-01.gtce-m2b-cds-ms.video.globo.com,Produção
gca-brasiltecpar-rspoa001,edge-brasiltecpar-poa-rs,vod-01.edge-brasiltecpar-poa-rs.video.globo.com,live-01.edge-brasiltecpar-poa-rs.video.globo.com,Produção
gca-gtce-rgplay-esphs001,gtce-rgplay-phs-es,vod-01.gtce-rgplay-phs-es.video.globo.com,live-01.gtce-rgplay-phs-es.video.globo.com,Produção
gca-gtce-wlanint-pabel001,gtce-wlanint-bel-pa,vod-01.gtce-wlanint-bel-pa.video.globo.com,live-01.gtce-wlanint-bel-pa.video.globo.com,Produção
gca-gtce-orixinet-paorx001,gtce-orixinet-orx-pa,vod-01.gtce-orixinet-orx-pa.video.globo.com,live-01.gtce-orixinet-orx-pa.video.globo.com,Produção
gca-gtce-proserv-paatm001,gtce-proserv-atm-pa,vod-01.gtce-proserv-atm-pa.video.globo.com,live-01.gtce-proserv-atm-pa.video.globo.com,Produção
gca-gtce-vision-ammao001,gtce-vision-mao-am,vod-01.gtce-vision-mao-am.video.globo.com,live-01.gtce-vision-mao-am.video.globo.com,Produção
gca-gtce-netprime-topmw001,gtce-netprime-pmw-to,vod-01.gtce-netprime-pmw-to.video.globo.com,live-01.gtce-netprime-pmw-to.video.globo.com,Produção
gca-gtce-turbonet-bafec001,gtce-turbonet-fec-ba,vod-01.gtce-turbonet-fec-ba.video.globo.com,live-01.gtce-turbonet-fec-ba.video.globo.com,Produção
gca-gtce-speednet-maslz001,gtce-speednet-slz-ma,vod-01.gtce-speednet-slz-ma.video.globo.com,live-01.gtce-speednet-slz-ma.video.globo.com,Produção
gca-gtce-fastnet-serbl001,gtce-fastnet-rbl-se,vod-01.gtce-fastnet-rbl-se.video.globo.com,live-01.gtce-fastnet-rbl-se.video.globo.com,Produção
gca-gtce-araujosat-cecat001,gtce-araujosat-cat-ce,vod-01.gtce-araujosat-cat-ce.video.globo.com,live-01.gtce-araujosat-cat-ce.video.globo.com,Produção
gca-gtce-wordnet-rspet001,gtce-wordnet-pet-rs,vod-01.gtce-wordnet-pet-rs.video.globo.com,live-01.gtce-wordnet-pet-rs.video.globo.com,Produção
gca-gtce-lwnet-cebvm001,gtce-lwnet-bvm-ce,vod-01.gtce-lwnet-bvm-ce.video.globo.com,live-01.gtce-lwnet-bvm-ce.video.globo.com,Produção
gca-gtce-agtelecom-pacma001,gtce-agtelecom-cma-pa,vod-01.gtce-agtelecom-cma-pa.video.globo.com,live-01.gtce-agtelecom-cma-pa.video.globo.com,Produção
gca-gtce-novatelecom-topmw001,gtce-novatelecom-pmw-to,vod-01.gtce-novatelecom-pmw-to.video.globo.com,live-01.gtce-novatelecom-pmw-to.video.globo.com,Produção
gca-gtce-eanet-baicw001,gtce-eanet-icw-ba,vod-01.gtce-eanet-icw-ba.video.globo.com,live-01.gtce-eanet-icw-ba.video.globo.com,Produção
gca-gtce-unonet-acczs001,gtce-unonet-czs-ac,vod-01.gtce-unonet-czs-ac.video.globo.com,live-01.gtce-unonet-czs-ac.video.globo.com,Produção
gca-gtce-rodrigues-ropvh001,gtce-rodrigues-pvh-ro,vod-01.gtce-rodrigues-pvh-ro.video.globo.com,live-01.gtce-rodrigues-pvh-ro.video.globo.com,Produção
gca-gtce-redetel-paprs001,gtce-redetel-prs-pa,vod-01.gtce-redetel-prs-pa.video.globo.com,live-01.gtce-redetel-prs-pa.video.globo.com,Produção
gca-gtce-lexcom-bacci001,gtce-lexcom-cci-ba,vod-01.gtce-lexcom-cci-ba.video.globo.com,live-01.gtce-lexcom-cci-ba.video.globo.com,Produção
gca-gtce-smtel-pacas001,gtce-smtel-cas-pa,vod-01.gtce-smtel-cas-pa.video.globo.com,live-01.gtce-smtel-cas-pa.video.globo.com,Produção
gca-gtce-redetel-masis001,gtce-redetel-sis-ma,vod-01.gtce-redetel-sis-ma.video.globo.com,live-01.gtce-redetel-sis-ma.video.globo.com,Produção
